AFFIFA	172	40	2001-01-02
AFFIFA	170	90	2001-01-03
AFFIFA	170	30	2001-01-04
AFFIFA	170	69	2001-01-05
AFFIFA	169	47	2001-01-08
AFFIFA	170	25	2001-01-09
AFFIFA	169	68	2001-01-10
AFFIFA	170	6	2001-01-11
AFFIFA	169	78	2001-01-12
AFFIFA	170	28	2001-01-15
AFFIFA	169	30	2001-01-16
AFFIFA	168	86	2001-01-17
AFFIFA	165	64	2001-01-18
AFFIFA	165	34	2001-01-19
AFFIFA	166	18	2001-01-22
AFFIFA	165	89	2001-01-23
AFFIFA	166	62	2001-01-24
AFFIFA	166	50	2001-01-25
AFFIFA	166	24	2001-01-26
AFFIFA	166	48	2001-01-29
AFFIFA	168	5	2001-01-30
AFFIFA	168	95	2001-01-31
AFFIFA	166	94	2001-02-01
AFFIFA	166	70	2001-02-02
AFFIFA	167	66	2001-02-05
AFFIFA	168	94	2001-02-06
AFFIFA	169	36	2001-02-07
AFFIFA	169	45	2001-02-08
AFFIFA	171	28	2001-02-09
AFFIFA	170	95	2001-02-12
AFFIFA	171	39	2001-02-13
AFFIFA	171	58	2001-02-14
AFFIFA	171	99	2001-02-15
AFFIFA	173	49	2001-02-16
AFFIFA	174	63	2001-02-19
AFFIFA	175	64	2001-02-20
AFFIFA	174	56	2001-02-21
AFFIFA	173	88	2001-02-22
AFFIFA	174	6	2001-02-23
AFFIFA	175	27	2001-02-26
AFFIFA	176	6	2001-02-27
AFFIFA	177	13	2001-02-28
AFFIFA	176	64	2001-03-01
AFFIFA	174	70	2001-03-02
AFFIFA	176	42	2001-03-05
AFFIFA	175	36	2001-03-06
AFFIFA	178	72	2001-03-07
AFFIFA	176	36	2001-03-08
AFFIFA	175	6	2001-03-09
AFFIFA	174	22	2001-03-12
AFFIFA	170	33	2001-03-13
AFFIFA	167	99	2001-03-14
AFFIFA	170	27	2001-03-15
AFFIFA	169	29	2001-03-16
AFFIFA	169	34	2001-03-19
AFFIFA	169	19	2001-03-20
AFFIFA	167	73	2001-03-21
AFFIFA	163	30	2001-03-22
AFFIFA	162	21	2001-03-23
AFFIFA	162	97	2001-03-26
AFFIFA	162	37	2001-03-27
AFFIFA	162	84	2001-03-28
AFFIFA	160	40	2001-03-29
AFFIFA	162	59	2001-03-30
AFFIFA	163	81	2001-04-02
AFFIFA	160	24	2001-04-03
AFFIFA	161	7	2001-04-04
AFFIFA	161	0	2001-04-05
AFFIFA	158	21	2001-04-06
AFFIFA	161	64	2001-04-09
AFFIFA	161	41	2001-04-10
AFFIFA	160	85	2001-04-11
AFFIFA	160	86	2001-04-12
AFFIFA	158	82	2001-04-17
AFFIFA	159	34	2001-04-18
AFFIFA	156	61	2001-04-19
AFFIFA	155	89	2001-04-20
AFFIFA	156	78	2001-04-23
AFFIFA	157	71	2001-04-24
AFFIFA	158	84	2001-04-25
AFFIFA	158	76	2001-04-26
AFFIFA	159	30	2001-04-27
AFFIFA	159	22	2001-04-30
AFFIFA	159	12	2001-05-02
AFFIFA	158	99	2001-05-03
AFFIFA	160	21	2001-05-04
AFFIFA	162	70	2001-05-07
AFFIFA	162	17	2001-05-08
AFFIFA	162	57	2001-05-09
AFFIFA	163	60	2001-05-10
AFFIFA	162	57	2001-05-11
AFFIFA	164	56	2001-05-14
AFFIFA	165	81	2001-05-15
AFFIFA	165	22	2001-05-16
AFFIFA	165	60	2001-05-17
AFFIFA	164	27	2001-05-18
AFFIFA	165	7	2001-05-21
AFFIFA	165	36	2001-05-22
AFFIFA	167	63	2001-05-23
AFFIFA	168	19	2001-05-25
AFFIFA	167	95	2001-05-28
AFFIFA	168	43	2001-05-29
AFFIFA	153	98	2001-05-30
AFFIFA	169	64	2001-05-31
AFFIFA	169	34	2001-06-01
AFFIFA	170	2	2001-06-05
AFFIFA	170	90	2001-06-06
AFFIFA	172	46	2001-06-07
AFFIFA	171	91	2001-06-08
AFFIFA	172	43	2001-06-11
AFFIFA	171	96	2001-06-12
AFFIFA	172	51	2001-06-13
AFFIFA	170	30	2001-06-14
AFFIFA	170	87	2001-06-15
AFFIFA	170	8	2001-06-18
AFFIFA	169	22	2001-06-19
AFFIFA	168	42	2001-06-20
AFFIFA	168	47	2001-06-21
AFFIFA	168	61	2001-06-25
AFFIFA	168	55	2001-06-26
AFFIFA	168	42	2001-06-27
AFFIFA	168	69	2001-06-28
AFFIFA	169	8	2001-06-29
AFFIFA	168	55	2001-07-02
AFFIFA	167	81	2001-07-03
AFFIFA	166	65	2001-07-04
AFFIFA	166	64	2001-07-05
AFFIFA	166	61	2001-07-06
AFFIFA	167	15	2001-07-09
AFFIFA	166	46	2001-07-10
AFFIFA	166	13	2001-07-11
AFFIFA	166	70	2001-07-12
AFFIFA	164	70	2001-07-13
AFFIFA	164	80	2001-07-16
AFFIFA	164	49	2001-07-17
AFFIFA	164	87	2001-07-18
AFFIFA	165	39	2001-07-19
AFFIFA	165	8	2001-07-20
AFFIFA	165	8	2001-07-23
AFFIFA	165	52	2001-07-24
AFFIFA	164	39	2001-07-25
AFFIFA	165	36	2001-07-26
AFFIFA	165	71	2001-07-27
AFFIFA	165	78	2001-07-30
AFFIFA	166	79	2001-07-31
AFFIFA	167	59	2001-08-01
AFFIFA	167	6	2001-08-02
AFFIFA	167	9	2001-08-03
AFFIFA	167	10	2001-08-06
AFFIFA	166	23	2001-08-07
AFFIFA	166	79	2001-08-08
AFFIFA	164	91	2001-08-09
AFFIFA	165	43	2001-08-10
AFFIFA	165	44	2001-08-13
AFFIFA	165	67	2001-08-14
AFFIFA	165	24	2001-08-15
AFFIFA	166	22	2001-08-16
AFFIFA	166	43	2001-08-17
AFFIFA	162	41	2001-08-20
AFFIFA	164	17	2001-08-21
AFFIFA	163	35	2001-08-22
AFFIFA	164	44	2001-08-23
AFFIFA	165	74	2001-08-24
AFFIFA	166	33	2001-08-27
AFFIFA	166	30	2001-08-28
AFFIFA	165	93	2001-08-29
AFFIFA	165	20	2001-08-30
AFFIFA	164	38	2001-08-31
AFFIFA	163	46	2001-09-03
AFFIFA	162	98	2001-09-04
AFFIFA	162	64	2001-09-05
AFFIFA	159	87	2001-09-06
AFFIFA	159	56	2001-09-07
AFFIFA	157	94	2001-09-10
AFFIFA	150	23	2001-09-11
AFFIFA	152	58	2001-09-12
AFFIFA	155	9	2001-09-13
AFFIFA	152	59	2001-09-14
AFFIFA	151	46	2001-09-17
AFFIFA	149	93	2001-09-18
AFFIFA	148	30	2001-09-19
AFFIFA	144	64	2001-09-20
AFFIFA	142	95	2001-09-21
AFFIFA	145	16	2001-09-24
AFFIFA	145	86	2001-09-25
AFFIFA	145	48	2001-09-26
AFFIFA	144	30	2001-09-27
AFFIFA	146	94	2001-09-28
AFFIFA	146	60	2001-10-01
AFFIFA	148	72	2001-10-02
AFFIFA	149	77	2001-10-03
AFFIFA	152	89	2001-10-04
AFFIFA	153	7	2001-10-05
AFFIFA	153	85	2001-10-08
AFFIFA	153	85	2001-10-09
AFFIFA	153	90	2001-10-10
AFFIFA	155	23	2001-10-11
AFFIFA	153	91	2001-10-12
AFFIFA	155	27	2001-10-15
AFFIFA	157	68	2001-10-16
AFFIFA	158	32	2001-10-17
AFFIFA	157	39	2001-10-18
AFFIFA	157	30	2001-10-19
AFFIFA	157	3	2001-10-22
AFFIFA	156	69	2001-10-23
AFFIFA	156	96	2001-10-24
AFFIFA	156	71	2001-10-25
AFFIFA	157	4	2001-10-26
AFFIFA	156	88	2001-10-29
AFFIFA	156	70	2001-10-30
AFFIFA	157	5	2001-10-31
AFFIFA	156	30	2001-11-01
AFFIFA	154	35	2001-11-02
AFFIFA	155	75	2001-11-05
AFFIFA	155	86	2001-11-06
AFFIFA	155	82	2001-11-07
AFFIFA	155	46	2001-11-08
AFFIFA	155	54	2001-11-09
AFFIFA	155	93	2001-11-12
AFFIFA	158	17	2001-11-13
AFFIFA	158	74	2001-11-14
AFFIFA	158	98	2001-11-15
AFFIFA	161	58	2001-11-16
AFFIFA	163	34	2001-11-19
AFFIFA	163	7	2001-11-20
AFFIFA	164	24	2001-11-21
AFFIFA	163	89	2001-11-22
AFFIFA	163	99	2001-11-23
AFFIFA	164	99	2001-11-26
AFFIFA	164	14	2001-11-27
AFFIFA	165	66	2001-11-28
AFFIFA	164	8	2001-11-29
AFFIFA	164	34	2001-11-30
AFFIFA	165	6	2001-12-03
AFFIFA	165	58	2001-12-04
AFFIFA	166	24	2001-12-05
AFFIFA	165	88	2001-12-06
AFFIFA	166	69	2001-12-07
AFFIFA	164	92	2001-12-10
AFFIFA	163	54	2001-12-11
AFFIFA	164	25	2001-12-12
AFFIFA	164	27	2001-12-13
AFFIFA	164	45	2001-12-14
AFFIFA	163	93	2001-12-17
AFFIFA	164	48	2001-12-18
AFFIFA	163	98	2001-12-19
AFFIFA	162	27	2001-12-20
AFFIFA	163	55	2001-12-21
AFFIFA	164	89	2001-12-27
AFFIFA	165	69	2001-12-28
